4889,4889,4889,4889,4889,4889,4889,4889,4889,4889,4889,4889,4889,4889,4889,4889
6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860,6860
3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,3290
-608,-608,-608,-608,-608,-608,-608,-608,-608,-608,-608,-608,-608,-608,-608,-608
-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788
-4494,-4494,-4494,-4494,-4494,-4494,-4494,-4494,-4494,-4494,-4494,-4494,-4494,-4494,-4494,-4494
4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364,4364
14788,14788,14788,14788,14788,14788,14788,14788,14788,14788,14788,14788,14788,14788,14788,14788
3768,3768,3768,3768,3768,3768,3768,3768,3768,3768,3768,3768,3768,3768,3768,3768
-10106,-10106,-10106,-10106,-10106,-10106,-10106,-10106,-10106,-10106,-10106,-10106,-10106,-10106,-10106,-10106
-2326,-2326,-2326,-2326,-2326,-2326,-2326,-2326,-2326,-2326,-2326,-2326,-2326,-2326,-2326,-2326
10317,10317,10317,10317,10317,10317,10317,10317,10317,10317,10317,10317,10317,10317,10317,10317
-1510,-1510,-1510,-1510,-1510,-1510,-1510,-1510,-1510,-1510,-1510,-1510,-1510,-1510,-1510,-1510
-4845,-4845,-4845,-4845,-4845,-4845,-4845,-4845,-4845,-4845,-4845,-4845,-4845,-4845,-4845,-4845
8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027
3205,3205,3205,3205,3205,3205,3205,3205,3205,3205,3205,3205,3205,3205,3205,3205
727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727
-1958,-1958,-1958,-1958,-1958,-1958,-1958,-1958,-1958,-1958,-1958,-1958,-1958,-1958,-1958,-1958
-1630,-1630,-1630,-1630,-1630,-1630,-1630,-1630,-1630,-1630,-1630,-1630,-1630,-1630,-1630,-1630
13527,13527,13527,13527,13527,13527,13527,13527,13527,13527,13527,13527,13527,13527,13527,13527
6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248,6248
-717,-717,-717,-717,-717,-717,-717,-717,-717,-717,-717,-717,-717,-717,-717,-717
4356,4356,4356,4356,4356,4356,4356,4356,4356,4356,4356,4356,4356,4356,4356,4356
1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127
5116,5116,5116,5116,5116,5116,5116,5116,5116,5116,5116,5116,5116,5116,5116,5116
-7335,-7335,-7335,-7335,-7335,-7335,-7335,-7335,-7335,-7335,-7335,-7335,-7335,-7335,-7335,-7335
-14987,-14987,-14987,-14987,-14987,-14987,-14987,-14987,-14987,-14987,-14987,-14987,-14987,-14987,-14987,-14987
4705,4705,4705,4705,4705,4705,4705,4705,4705,4705,4705,4705,4705,4705,4705,4705
1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022
-10776,-10776,-10776,-10776,-10776,-10776,-10776,-10776,-10776,-10776,-10776,-10776,-10776,-10776,-10776,-10776
-7276,-7276,-7276,-7276,-7276,-7276,-7276,-7276,-7276,-7276,-7276,-7276,-7276,-7276,-7276,-7276
5091,5091,5091,5091,5091,5091,5091,5091,5091,5091,5091,5091,5091,5091,5091,5091
22023,22023,22023,22023,22023,22023,22023,22023,22023,22023,22023,22023,22023,22023,22023,22023
15992,15992,15992,15992,15992,15992,15992,15992,15992,15992,15992,15992,15992,15992,15992,15992
1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
1537,1537,1537,1537,1537,1537,1537,1537,1537,1537,1537,1537,1537,1537,1537,1537
1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053
-6421,-6421,-6421,-6421,-6421,-6421,-6421,-6421,-6421,-6421,-6421,-6421,-6421,-6421,-6421,-6421
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315
10846,10846,10846,10846,10846,10846,10846,10846,10846,10846,10846,10846,10846,10846,10846,10846
-1753,-1753,-1753,-1753,-1753,-1753,-1753,-1753,-1753,-1753,-1753,-1753,-1753,-1753,-1753,-1753
-12834,-12834,-12834,-12834,-12834,-12834,-12834,-12834,-12834,-12834,-12834,-12834,-12834,-12834,-12834,-12834
-9512,-9512,-9512,-9512,-9512,-9512,-9512,-9512,-9512,-9512,-9512,-9512,-9512,-9512,-9512,-9512
1747,1747,1747,1747,1747,1747,1747,1747,1747,1747,1747,1747,1747,1747,1747,1747
7903,7903,7903,7903,7903,7903,7903,7903,7903,7903,7903,7903,7903,7903,7903,7903
2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847
7054,7054,7054,7054,7054,7054,7054,7054,7054,7054,7054,7054,7054,7054,7054,7054
10667,10667,10667,10667,10667,10667,10667,10667,10667,10667,10667,10667,10667,10667,10667,10667
7028,7028,7028,7028,7028,7028,7028,7028,7028,7028,7028,7028,7028,7028,7028,7028
14083,14083,14083,14083,14083,14083,14083,14083,14083,14083,14083,14083,14083,14083,14083,14083
6764,6764,6764,6764,6764,6764,6764,6764,6764,6764,6764,6764,6764,6764,6764,6764
-11580,-11580,-11580,-11580,-11580,-11580,-11580,-11580,-11580,-11580,-11580,-11580,-11580,-11580,-11580,-11580
3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324
12922,12922,12922,12922,12922,12922,12922,12922,12922,12922,12922,12922,12922,12922,12922,12922
-10807,-10807,-10807,-10807,-10807,-10807,-10807,-10807,-10807,-10807,-10807,-10807,-10807,-10807,-10807,-10807
-11341,-11341,-11341,-11341,-11341,-11341,-11341,-11341,-11341,-11341,-11341,-11341,-11341,-11341,-11341,-11341
6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390,6390
8077,8077,8077,8077,8077,8077,8077,8077,8077,8077,8077,8077,8077,8077,8077,8077
3469,3469,3469,3469,3469,3469,3469,3469,3469,3469,3469,3469,3469,3469,3469,3469
-2215,-2215,-2215,-2215,-2215,-2215,-2215,-2215,-2215,-2215,-2215,-2215,-2215,-2215,-2215,-2215
1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486
5797,5797,5797,5797,5797,5797,5797,5797,5797,5797,5797,5797,5797,5797,5797,5797
6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459,6459
7744,7744,7744,7744,7744,7744,7744,7744,7744,7744,7744,7744,7744,7744,7744,7744
-7478,-7478,-7478,-7478,-7478,-7478,-7478,-7478,-7478,-7478,-7478,-7478,-7478,-7478,-7478,-7478
-2689,-2689,-2689,-2689,-2689,-2689,-2689,-2689,-2689,-2689,-2689,-2689,-2689,-2689,-2689,-2689
11622,11622,11622,11622,11622,11622,11622,11622,11622,11622,11622,11622,11622,11622,11622,11622
-8054,-8054,-8054,-8054,-8054,-8054,-8054,-8054,-8054,-8054,-8054,-8054,-8054,-8054,-8054,-8054
-6449,-6449,-6449,-6449,-6449,-6449,-6449,-6449,-6449,-6449,-6449,-6449,-6449,-6449,-6449,-6449
7597,7597,7597,7597,7597,7597,7597,7597,7597,7597,7597,7597,7597,7597,7597,7597
3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071
11640,11640,11640,11640,11640,11640,11640,11640,11640,11640,11640,11640,11640,11640,11640,11640
8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300
-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482,-2482
1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740
878,878,878,878,878,878,878,878,878,878,878,878,878,878,878,878
3026,3026,3026,3026,3026,3026,3026,3026,3026,3026,3026,3026,3026,3026,3026,3026
593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593
-6713,-6713,-6713,-6713,-6713,-6713,-6713,-6713,-6713,-6713,-6713,-6713,-6713,-6713,-6713,-6713
1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578
5070,5070,5070,5070,5070,5070,5070,5070,5070,5070,5070,5070,5070,5070,5070,5070
-3024,-3024,-3024,-3024,-3024,-3024,-3024,-3024,-3024,-3024,-3024,-3024,-3024,-3024,-3024,-3024
-4941,-4941,-4941,-4941,-4941,-4941,-4941,-4941,-4941,-4941,-4941,-4941,-4941,-4941,-4941,-4941
-4960,-4960,-4960,-4960,-4960,-4960,-4960,-4960,-4960,-4960,-4960,-4960,-4960,-4960,-4960,-4960
-8404,-8404,-8404,-8404,-8404,-8404,-8404,-8404,-8404,-8404,-8404,-8404,-8404,-8404,-8404,-8404
-4387,-4387,-4387,-4387,-4387,-4387,-4387,-4387,-4387,-4387,-4387,-4387,-4387,-4387,-4387,-4387
-3831,-3831,-3831,-3831,-3831,-3831,-3831,-3831,-3831,-3831,-3831,-3831,-3831,-3831,-3831,-3831
-12632,-12632,-12632,-12632,-12632,-12632,-12632,-12632,-12632,-12632,-12632,-12632,-12632,-12632,-12632,-12632
-4021,-4021,-4021,-4021,-4021,-4021,-4021,-4021,-4021,-4021,-4021,-4021,-4021,-4021,-4021,-4021
2278,2278,2278,2278,2278,2278,2278,2278,2278,2278,2278,2278,2278,2278,2278,2278
-5886,-5886,-5886,-5886,-5886,-5886,-5886,-5886,-5886,-5886,-5886,-5886,-5886,-5886,-5886,-5886
1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318
3983,3983,3983,3983,3983,3983,3983,3983,3983,3983,3983,3983,3983,3983,3983,3983
1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279
3145,3145,3145,3145,3145,3145,3145,3145,3145,3145,3145,3145,3145,3145,3145,3145
-16164,-16164,-16164,-16164,-16164,-16164,-16164,-16164,-16164,-16164,-16164,-16164,-16164,-16164,-16164,-16164
-21995,-21995,-21995,-21995,-21995,-21995,-21995,-21995,-21995,-21995,-21995,-21995,-21995,-21995,-21995,-21995
1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055
3610,3610,3610,3610,3610,3610,3610,3610,3610,3610,3610,3610,3610,3610,3610,3610
-9015,-9015,-9015,-9015,-9015,-9015,-9015,-9015,-9015,-9015,-9015,-9015,-9015,-9015,-9015,-9015
-10312,-10312,-10312,-10312,-10312,-10312,-10312,-10312,-10312,-10312,-10312,-10312,-10312,-10312,-10312,-10312
-9140,-9140,-9140,-9140,-9140,-9140,-9140,-9140,-9140,-9140,-9140,-9140,-9140,-9140,-9140,-9140
-13850,-13850,-13850,-13850,-13850,-13850,-13850,-13850,-13850,-13850,-13850,-13850,-13850,-13850,-13850,-13850
-14133,-14133,-14133,-14133,-14133,-14133,-14133,-14133,-14133,-14133,-14133,-14133,-14133,-14133,-14133,-14133
-680,-680,-680,-680,-680,-680,-680,-680,-680,-680,-680,-680,-680,-680,-680,-680
5562,5562,5562,5562,5562,5562,5562,5562,5562,5562,5562,5562,5562,5562,5562,5562
-2330,-2330,-2330,-2330,-2330,-2330,-2330,-2330,-2330,-2330,-2330,-2330,-2330,-2330,-2330,-2330
506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506
6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851,6851
8834,8834,8834,8834,8834,8834,8834,8834,8834,8834,8834,8834,8834,8834,8834,8834
13826,13826,13826,13826,13826,13826,13826,13826,13826,13826,13826,13826,13826,13826,13826,13826
3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165
-5479,-5479,-5479,-5479,-5479,-5479,-5479,-5479,-5479,-5479,-5479,-5479,-5479,-5479,-5479,-5479
7089,7089,7089,7089,7089,7089,7089,7089,7089,7089,7089,7089,7089,7089,7089,7089
3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237
-6457,-6457,-6457,-6457,-6457,-6457,-6457,-6457,-6457,-6457,-6457,-6457,-6457,-6457,-6457,-6457
861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861
-3374,-3374,-3374,-3374,-3374,-3374,-3374,-3374,-3374,-3374,-3374,-3374,-3374,-3374,-3374,-3374
-10193,-10193,-10193,-10193,-10193,-10193,-10193,-10193,-10193,-10193,-10193,-10193,-10193,-10193,-10193,-10193
-1184,-1184,-1184,-1184,-1184,-1184,-1184,-1184,-1184,-1184,-1184,-1184,-1184,-1184,-1184,-1184
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463
-12044,-12044,-12044,-12044,-12044,-12044,-12044,-12044,-12044,-12044,-12044,-12044,-12044,-12044,-12044,-12044
-15854,-15854,-15854,-15854,-15854,-15854,-15854,-15854,-15854,-15854,-15854,-15854,-15854,-15854,-15854,-15854
-2372,-2372,-2372,-2372,-2372,-2372,-2372,-2372,-2372,-2372,-2372,-2372,-2372,-2372,-2372,-2372
9373,9373,9373,9373,9373,9373,9373,9373,9373,9373,9373,9373,9373,9373,9373,9373
7312,7312,7312,7312,7312,7312,7312,7312,7312,7312,7312,7312,7312,7312,7312,7312
-2404,-2404,-2404,-2404,-2404,-2404,-2404,-2404,-2404,-2404,-2404,-2404,-2404,-2404,-2404,-2404
-11488,-11488,-11488,-11488,-11488,-11488,-11488,-11488,-11488,-11488,-11488,-11488,-11488,-11488,-11488,-11488
-13827,-13827,-13827,-13827,-13827,-13827,-13827,-13827,-13827,-13827,-13827,-13827,-13827,-13827,-13827,-13827
-7119,-7119,-7119,-7119,-7119,-7119,-7119,-7119,-7119,-7119,-7119,-7119,-7119,-7119,-7119,-7119
1719,1719,1719,1719,1719,1719,1719,1719,1719,1719,1719,1719,1719,1719,1719,1719
1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540
-650,-650,-650,-650,-650,-650,-650,-650,-650,-650,-650,-650,-650,-650,-650,-650
-2337,-2337,-2337,-2337,-2337,-2337,-2337,-2337,-2337,-2337,-2337,-2337,-2337,-2337,-2337,-2337
-7659,-7659,-7659,-7659,-7659,-7659,-7659,-7659,-7659,-7659,-7659,-7659,-7659,-7659,-7659,-7659
-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419
8032,8032,8032,8032,8032,8032,8032,8032,8032,8032,8032,8032,8032,8032,8032,8032
6979,6979,6979,6979,6979,6979,6979,6979,6979,6979,6979,6979,6979,6979,6979,6979
1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008
-6606,-6606,-6606,-6606,-6606,-6606,-6606,-6606,-6606,-6606,-6606,-6606,-6606,-6606,-6606,-6606
-2795,-2795,-2795,-2795,-2795,-2795,-2795,-2795,-2795,-2795,-2795,-2795,-2795,-2795,-2795,-2795
-1191,-1191,-1191,-1191,-1191,-1191,-1191,-1191,-1191,-1191,-1191,-1191,-1191,-1191,-1191,-1191
-5530,-5530,-5530,-5530,-5530,-5530,-5530,-5530,-5530,-5530,-5530,-5530,-5530,-5530,-5530,-5530
4889,4889,4889,4889,4889,4889,4889,4889,4889,4889,4889,4889,4889,4889,4889,4889
1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859
-10680,-10680,-10680,-10680,-10680,-10680,-10680,-10680,-10680,-10680,-10680,-10680,-10680,-10680,-10680,-10680
-2740,-2740,-2740,-2740,-2740,-2740,-2740,-2740,-2740,-2740,-2740,-2740,-2740,-2740,-2740,-2740
4043,4043,4043,4043,4043,4043,4043,4043,4043,4043,4043,4043,4043,4043,4043,4043
588,588,588,588,588,588,588,588,588,588,588,588,588,588,588,588
-6485,-6485,-6485,-6485,-6485,-6485,-6485,-6485,-6485,-6485,-6485,-6485,-6485,-6485,-6485,-6485
-6912,-6912,-6912,-6912,-6912,-6912,-6912,-6912,-6912,-6912,-6912,-6912,-6912,-6912,-6912,-6912
3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729,3729
4416,4416,4416,4416,4416,4416,4416,4416,4416,4416,4416,4416,4416,4416,4416,4416
-4144,-4144,-4144,-4144,-4144,-4144,-4144,-4144,-4144,-4144,-4144,-4144,-4144,-4144,-4144,-4144
-8538,-8538,-8538,-8538,-8538,-8538,-8538,-8538,-8538,-8538,-8538,-8538,-8538,-8538,-8538,-8538
-6327,-6327,-6327,-6327,-6327,-6327,-6327,-6327,-6327,-6327,-6327,-6327,-6327,-6327,-6327,-6327
1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580
11996,11996,11996,11996,11996,11996,11996,11996,11996,11996,11996,11996,11996,11996,11996,11996
16755,16755,16755,16755,16755,16755,16755,16755,16755,16755,16755,16755,16755,16755,16755,16755
5644,5644,5644,5644,5644,5644,5644,5644,5644,5644,5644,5644,5644,5644,5644,5644
-733,-733,-733,-733,-733,-733,-733,-733,-733,-733,-733,-733,-733,-733,-733,-733
5374,5374,5374,5374,5374,5374,5374,5374,5374,5374,5374,5374,5374,5374,5374,5374
948,948,948,948,948,948,948,948,948,948,948,948,948,948,948,948
-3219,-3219,-3219,-3219,-3219,-3219,-3219,-3219,-3219,-3219,-3219,-3219,-3219,-3219,-3219,-3219
